"","gemeente","1848","1850","1888","1897","district"
"989","Hoeven",1,NA,NA,NA,"Bergen op Zoom"
"990","Huijbergen",1,NA,1,1,"Bergen op Zoom"
"991","Nieuw-Vossemeer",1,NA,1,1,"Bergen op Zoom"
"992","Ossendrecht",1,NA,1,1,"Bergen op Zoom"
"993","Oud- en Nieuw-Gastel",1,NA,NA,NA,"Bergen op Zoom"
"994","Putte",1,NA,1,1,"Bergen op Zoom"
"995","Roosendaal",1,NA,1,1,"Bergen op Zoom"
"996","Rucphen",1,NA,NA,NA,"Bergen op Zoom"
"997","Steenbergen",1,NA,1,1,"Bergen op Zoom"
"998","Woensdrecht",1,NA,1,1,"Bergen op Zoom"
"999","Wouw",1,NA,1,1,"Bergen op Zoom"
"1000","Alphen",1,NA,NA,NA,"Breda"
"1001","Baarle-Nassau",1,NA,NA,NA,"Breda"
"1002","Bergen op Zoom",NA,1,NA,NA,"Breda"
"1003","Breda",1,1,1,1,"Breda"
"1004","Chaam",1,NA,NA,NA,"Breda"
"1005","Dinteloord",NA,1,NA,NA,"Breda"
"1006","Etten en Leur",1,1,1,1,"Breda"
"1007","Fijnaart",NA,1,NA,NA,"Breda"
"1008","Ginneken",1,1,NA,NA,"Breda"
"1009","Halsteren",NA,1,NA,NA,"Breda"
"1010","Hoeven",NA,1,1,1,"Breda"
"1011","Huijbergen",NA,1,NA,NA,"Breda"
"1012","Klundert",NA,1,NA,NA,"Breda"
"1013","Nieuw-Vossemeer",NA,1,NA,NA,"Breda"
"1014","Ossendrecht",NA,1,NA,NA,"Breda"
"1015","Oud- en Nieuw-Gastel",NA,1,NA,NA,"Breda"
"1016","Oudenbosch",NA,1,NA,NA,"Breda"
"1017","Prinsenhage",1,1,1,1,"Breda"
"1018","Putte",NA,1,NA,NA,"Breda"
"1019","Rijsbergen",1,1,NA,NA,"Breda"
"1020","Roosendaal",NA,1,NA,NA,"Breda"
"1021","Rucphen",NA,1,1,1,"Breda"
"1022","Standdaardbuiten",NA,1,NA,NA,"Breda"
"1023","Steenbergen",NA,1,NA,NA,"Breda"
"1024","Terheijden",NA,NA,1,1,"Breda"
"1025","'s-Gravenmoer",1,NA,NA,NA,"Zevenbergen"
"1026","Dinteloord",NA,NA,1,1,"Zevenbergen"
"1027","Dongen",1,NA,NA,NA,"Zevenbergen"
"1028","Fijnaart",1,NA,1,1,"Zevenbergen"
"1029","Geertruidenberg",1,NA,1,1,"Zevenbergen"
"1030","Klundert",1,NA,1,1,"Zevenbergen"
"1031","Made",1,NA,1,1,"Zevenbergen"
"1032","Oosterhout",1,NA,NA,NA,"Zevenbergen"
"1033","Oud- en Nieuw-Gastel",NA,NA,1,1,"Zevenbergen"
"1034","Oudenbosch",1,NA,1,1,"Zevenbergen"
"1035","Raamsdonk",1,NA,1,1,"Zevenbergen"
"1036","Standdaarbuiten",1,NA,1,1,"Zevenbergen"
"1037","Terheijden",1,NA,NA,NA,"Zevenbergen"
"1038","Willemstad",1,NA,1,1,"Zevenbergen"
"1039","Zevenbergen",1,NA,1,1,"Zevenbergen"
"1040","Zwaluwe (Hooge- en Lage-)",1,NA,1,1,"Zevenbergen"
"1041","'s-Gravenmoer",NA,1,NA,NA,"Tilburg"
"1042","Alphen",NA,1,1,1,"Tilburg"
"1043","Baarle-Nassau",NA,1,NA,NA,"Tilburg"
"1044","Berkel",1,1,NA,NA,"Tilburg"
"1045","Besoijen",NA,1,NA,NA,"Tilburg"
"1046","Bladel",NA,1,NA,NA,"Tilburg"
"1047","Boxtel",1,NA,NA,NA,"Tilburg"
"1048","Capelle",NA,1,NA,NA,"Tilburg"
"1049","Chaam",NA,1,NA,NA,"Tilburg"
"1050","Cromvoirt",1,1,NA,NA,"Tilburg"
"1051","Diessen",1,1,1,1,"Tilburg"
"1052","Dongen",NA,1,NA,NA,"Tilburg"
"1053","Esch",1,NA,NA,NA,"Tilburg"
"1054","Geertruidenberg",NA,1,NA,NA,"Tilburg"
"1055","Gilze",1,1,NA,NA,"Tilburg"
"1056","Goirle",1,1,1,1,"Tilburg"
"1057","Haaren",1,1,NA,NA,"Tilburg"
"1058","Helvoirt",1,NA,NA,NA,"Tilburg"
"1059","Hilvarenbeek",1,1,1,1,"Tilburg"
"1060","Hooge- en Lage-Mierde",NA,1,NA,NA,"Tilburg"
"1061","Hoogeloon",NA,1,NA,NA,"Tilburg"
"1062","Liempde",1,NA,NA,NA,"Tilburg"
"1063","Loon op Zand",1,1,NA,NA,"Tilburg"
"1064","Made",NA,1,NA,NA,"Tilburg"
"1065","Moergestel",1,1,1,1,"Tilburg"
"1066","Aalst",1,1,NA,NA,"Eindhoven"
"1067","Aarle-Rixtel",NA,1,NA,NA,"Eindhoven"
"1068","Asten",NA,1,NA,NA,"Eindhoven"
"1069","Bakel",NA,1,NA,NA,"Eindhoven"
"1070","Beek en Donk",NA,1,NA,NA,"Eindhoven"
"1071","Bergeyk",1,1,1,1,"Eindhoven"
"1072","Best",1,1,1,1,"Eindhoven"
"1073","Bladel",1,NA,1,1,"Eindhoven"
"1074","Boekel",NA,1,NA,NA,"Eindhoven"
"1075","Borkel",1,1,1,1,"Eindhoven"
"1076","Budel",NA,1,NA,NA,"Eindhoven"
"1077","Deurne",NA,1,NA,NA,"Eindhoven"
"1078","Dommelen",1,1,1,1,"Eindhoven"
"1079","Duizel",1,1,1,1,"Eindhoven"
"1080","Eersel",1,1,1,1,"Eindhoven"
"1081","Eindhoven",1,1,1,1,"Eindhoven"
"1082","Erp",NA,1,NA,NA,"Eindhoven"
"1083","Geldrop",1,1,NA,NA,"Eindhoven"
"1084","Gemert",NA,1,NA,NA,"Eindhoven"
"1085","Gestel",1,1,1,1,"Eindhoven"
"1086","Heeze",NA,1,NA,NA,"Eindhoven"
"1087","Helmond",NA,1,NA,NA,"Eindhoven"
"1088","Hooge- en Lage-Mierde",1,NA,1,1,"Eindhoven"
"1089","Hoogeloon",1,NA,1,1,"Eindhoven"
"1090","Leende",NA,1,NA,NA,"Eindhoven"
"1091","Aalst",NA,NA,1,1,"Helmond"
"1092","Aarle-Rixtel",1,NA,1,1,"Helmond"
"1093","Asten",1,NA,1,1,"Helmond"
"1094","Bakel",1,NA,1,1,"Helmond"
"1095","Beek en Donk",1,NA,NA,NA,"Helmond"
"1096","Boekel",1,NA,NA,NA,"Helmond"
"1097","Budel",1,NA,1,1,"Helmond"
"1098","Deurne",1,NA,1,1,"Helmond"
"1099","Erp",1,NA,NA,NA,"Helmond"
"1100","Geldrop",NA,NA,1,1,"Helmond"
"1101","Gemert",1,NA,NA,NA,"Helmond"
"1102","Heeze",1,NA,1,1,"Helmond"
"1103","Helmond",1,NA,1,1,"Helmond"
"1104","Leende",1,NA,1,1,"Helmond"
"1105","Lierop",1,NA,1,1,"Helmond"
"1106","Lieshout",1,NA,NA,NA,"Helmond"
"1107","Maarheeze",1,NA,1,1,"Helmond"
"1108","Mierlo",1,NA,1,1,"Helmond"
"1109","Nunen",1,NA,1,1,"Helmond"
"1110","Soerendonk",1,NA,1,1,"Helmond"
"1111","Someren",1,NA,1,1,"Helmond"
"1112","Stiphout",1,NA,1,1,"Helmond"
"1113","Tongelre",NA,NA,1,1,"Helmond"
"1114","Veghel",1,NA,NA,NA,"Helmond"
"1115","Vlierden",1,NA,1,1,"Helmond"
"1116","Waalre",NA,NA,1,1,"Helmond"
"1117","Zes Gehuchten",NA,NA,1,1,"Helmond"
"1118","Ambij",1,1,1,1,"Maastricht"
"1119","Beek",NA,1,NA,NA,"Maastricht"
"1120","Bemelen",1,1,NA,NA,"Maastricht"
"1121","Berg en Terblijt",1,1,NA,NA,"Maastricht"
"1122","Bocholtz",NA,1,NA,NA,"Maastricht"
"1123","Borgharen",1,1,NA,NA,"Maastricht"
"1124","Brunssum",NA,1,NA,NA,"Maastricht"
"1125","Bunde",1,1,NA,NA,"Maastricht"
"1126","Cadier en Keer",NA,1,NA,NA,"Maastricht"
"1127","Eijgelshoven",NA,1,NA,NA,"Maastricht"
"1128","Eijsden",1,1,1,1,"Maastricht"
"1129","Elsloo",NA,1,NA,NA,"Maastricht"
"1130","Geertruid (St.)",1,1,NA,NA,"Maastricht"
"1131","Geulle",1,1,NA,NA,"Maastricht"
"1132","Gronsveld",1,1,1,1,"Maastricht"
"1133","Gulpen",NA,1,NA,NA,"Maastricht"
"1134","Heer",1,1,1,1,"Maastricht"
"1135","Heerlen",NA,1,NA,NA,"Maastricht"
"1136","Hoensbroek",NA,1,NA,NA,"Maastricht"
"1137","Houthem",1,1,NA,NA,"Maastricht"
"1138","Hulsberg",NA,1,NA,NA,"Maastricht"
"1139","Itteren",1,1,NA,NA,"Maastricht"
"1140","Kerkrade",NA,1,NA,NA,"Maastricht"
"1141","Klimmen",NA,1,NA,NA,"Maastricht"
"1142","Maastricht",1,1,1,1,"Maastricht"
"1143","Amstenrade",1,NA,1,1,"Sittard"
"1144","Beek",1,NA,1,1,"Sittard"
"1145","Bingelrade",1,NA,1,1,"Sittard"
"1146","Borgharen",NA,NA,1,1,"Sittard"
"1147","Born",1,NA,1,1,"Sittard"
"1148","Broeksittard",1,NA,1,1,"Sittard"
"1149","Brunssum",1,NA,1,1,"Sittard"
"1150","Bunde",NA,NA,1,1,"Sittard"
"1151","Echt",1,NA,NA,NA,"Sittard"
"1152","Eijgelshoven",NA,NA,1,1,"Sittard"
"1153","Elsloo",1,NA,1,1,"Sittard"
"1154","Geleen",1,NA,1,1,"Sittard"
"1155","Geulle",NA,NA,1,1,"Sittard"
"1156","Grevenbicht",1,NA,1,1,"Sittard"
"1157","Hoensbroek",NA,NA,1,1,"Sittard"
"1158","Hulsberg",NA,NA,1,1,"Sittard"
"1159","Itteren",NA,NA,1,1,"Sittard"
"1160","Jabeek",1,NA,1,1,"Sittard"
"1161","Limbricht",1,NA,1,1,"Sittard"
"1162","Maasbracht",1,NA,NA,NA,"Sittard"
"1163","Merkelbeek",1,NA,1,1,"Sittard"
"1164","Montfort",1,NA,NA,NA,"Sittard"
"1165","Munstergeleen",1,NA,1,1,"Sittard"
"1166","Nieuwenhagen",NA,NA,1,1,"Sittard"
"1167","Nieuwstad",1,NA,1,1,"Sittard"
"1168","Bocholtz",1,NA,NA,NA,"Heerlen"
"1169","Cadier en Keer",1,NA,NA,NA,"Heerlen"
"1170","Eijgelshoven",1,NA,NA,NA,"Heerlen"
"1171","Gulpen",1,NA,NA,NA,"Heerlen"
"1172","Heerlen",1,NA,NA,NA,"Heerlen"
"1173","Hoensbroek",1,NA,NA,NA,"Heerlen"
"1174","Hulsberg",1,NA,NA,NA,"Heerlen"
"1175","Kerkrade",1,NA,NA,NA,"Heerlen"
"1176","Klimmen",1,NA,NA,NA,"Heerlen"
"1177","Margraten",1,NA,NA,NA,"Heerlen"
"1178","Mheer",1,NA,NA,NA,"Heerlen"
"1179","Nieuwenhagen",1,NA,NA,NA,"Heerlen"
"1180","Noorbeek",1,NA,NA,NA,"Heerlen"
"1181","Nuth",1,NA,NA,NA,"Heerlen"
"1182","Oud-Valkenburg",1,NA,NA,NA,"Heerlen"
"1183","Rimburg",1,NA,NA,NA,"Heerlen"
"1184","Schaesberg",1,NA,NA,NA,"Heerlen"
"1185","Schimmert",1,NA,NA,NA,"Heerlen"
"1186","Schin op Geulle",1,NA,NA,NA,"Heerlen"
"1187","Simpelveld",1,NA,NA,NA,"Heerlen"
"1188","Slenaken",1,NA,NA,NA,"Heerlen"
"1189","Strucht",1,NA,NA,NA,"Heerlen"
"1190","Ubach over Worms",1,NA,NA,NA,"Heerlen"
"1191","Vaals",1,NA,NA,NA,"Heerlen"
"1192","Valkenburg",1,NA,NA,NA,"Heerlen"
"1193","Voerendaal",1,NA,NA,NA,"Heerlen"
"1194","Wijlre",1,NA,NA,NA,"Heerlen"
"1195","Wijnandsrade",1,NA,NA,NA,"Heerlen"
"1196","Wittem",1,NA,NA,NA,"Heerlen"
"1197","Amstenrade",NA,1,NA,NA,"Roermond"
"1198","Baexem",1,1,NA,NA,"Roermond"
"1199","Beegden",1,1,1,1,"Roermond"
"1200","Beesel",NA,1,1,1,"Roermond"
"1201","Belfeld",NA,1,NA,NA,"Roermond"
"1202","Bingelrade",NA,1,NA,NA,"Roermond"
"1203","Born",NA,1,NA,NA,"Roermond"
"1204","Broeksittard",NA,1,NA,NA,"Roermond"
"1205","Buggenum",1,1,NA,NA,"Roermond"
"1206","Echt",NA,1,1,1,"Roermond"
"1207","Geleen",NA,1,NA,NA,"Roermond"
"1208","Grathem",1,1,NA,NA,"Roermond"
"1209","Grevenbicht",NA,1,NA,NA,"Roermond"
"1210","Haelen",1,1,NA,NA,"Roermond"
"1211","Heel en Panheel",1,1,1,1,"Roermond"
"1212","Heijthuizen",1,1,NA,NA,"Roermond"
"1213","Helden",NA,1,NA,NA,"Roermond"
"1214","Herten",1,1,1,1,"Roermond"
"1215","Horn",1,1,1,1,"Roermond"
"1216","Hunsel",1,1,NA,NA,"Roermond"
"1217","Ittervoort",1,1,NA,NA,"Roermond"
"1218","Jabeek",NA,1,NA,NA,"Roermond"
"1219","Kessel",NA,1,NA,NA,"Roermond"
"1220","Limbricht",NA,1,NA,NA,"Roermond"
"1221","Linne",1,1,1,1,"Roermond"
"1222","Arcen en Velden",1,NA,1,1,"Venlo"
"1223","Beesel",1,NA,NA,NA,"Venlo"
"1224","Belfeld",1,NA,1,1,"Venlo"
"1225","Bergen",1,NA,1,1,"Venlo"
"1226","Broekhuizen",1,NA,1,1,"Venlo"
"1227","Gennep",1,NA,1,1,"Venlo"
"1228","Grubbenvorst",1,NA,1,1,"Venlo"
"1229","Helden",1,NA,NA,NA,"Venlo"
"1230","Horst",1,NA,NA,NA,"Venlo"
"1231","Kessel",1,NA,NA,NA,"Venlo"
"1232","Maasbree",1,NA,NA,NA,"Venlo"
"1233","Maashees",NA,NA,1,1,"Venlo"
"1234","Meerlo",1,NA,1,1,"Venlo"
"1235","Mook en Middelaar",1,NA,1,1,"Venlo"
"1236","Oploo",NA,NA,1,1,"Venlo"
"1237","Ottersum",1,NA,1,1,"Venlo"
"1238","Sambeek",NA,NA,1,1,"Venlo"
"1239","Sevenum",1,NA,NA,NA,"Venlo"
"1240","Tegelen",1,NA,1,1,"Venlo"
"1241","Venlo",1,NA,1,1,"Venlo"
"1242","Venraij",1,NA,1,1,"Venlo"
"1243","Vierlingsbeek",NA,NA,1,1,"Venlo"
"1244","Wanssum",1,NA,1,1,"Venlo"
"1245","Alem",NA,NA,1,1,"Grave"
"1246","Beers",1,NA,1,1,"Grave"
"1247","Berghem",1,NA,1,1,"Grave"
"1248","Beugen",1,NA,1,1,"Grave"
"1249","Boxmeer",1,NA,1,1,"Grave"
"1250","Cuijk",1,NA,1,1,"Grave"
"1251","Deursen",1,NA,1,1,"Grave"
"1252","Dieden",1,NA,1,1,"Grave"
"1253","Escharen",1,NA,1,1,"Grave"
"1254","Gassel",1,NA,1,1,"Grave"
"1255","Geffen",NA,NA,1,1,"Grave"
"1256","Grave",1,NA,1,1,"Grave"
"1257","Haps",1,NA,1,1,"Grave"
"1258","Heesch",NA,NA,1,1,"Grave"
"1259","Herpen",1,NA,1,1,"Grave"
"1260","Huisseling",1,NA,1,1,"Grave"
"1261","Linden",1,NA,1,1,"Grave"
"1262","Lith",NA,NA,1,1,"Grave"
"1263","Lithoijen",NA,NA,1,1,"Grave"
"1264","Maashees",1,NA,NA,NA,"Grave"
"1265","Megen",1,NA,1,1,"Grave"
"1266","Mill",1,NA,1,1,"Grave"
"1267","Nistelrode",NA,NA,1,1,"Grave"
"1268","Oeffelt",1,NA,1,1,"Grave"
"1269","Oijen",1,NA,1,1,"Grave"
"1270","Alem",NA,1,NA,NA,"Den Bosch"
"1271","Baardwijk",NA,1,NA,NA,"Den Bosch"
"1272","Berghem",NA,1,NA,NA,"Den Bosch"
"1273","Berlicum",NA,1,1,1,"Den Bosch"
"1274","Bokhoven",NA,1,NA,NA,"Den Bosch"
"1275","Boxtel",NA,1,1,1,"Den Bosch"
"1276","Den Bosch",1,1,1,1,"Den Bosch"
"1277","Den Dungen",1,1,1,1,"Den Bosch"
"1278","Deursen",NA,1,NA,NA,"Den Bosch"
"1279","Dieden",NA,1,NA,NA,"Den Bosch"
"1280","Dinther",1,1,NA,NA,"Den Bosch"
"1281","Drunen",NA,1,NA,NA,"Den Bosch"
"1282","Empel",NA,1,NA,NA,"Den Bosch"
"1283","Engelen",NA,1,NA,NA,"Den Bosch"
"1284","Esch",NA,1,1,1,"Den Bosch"
"1285","Geffen",1,1,NA,NA,"Den Bosch"
"1286","Hedikhuizen",NA,1,NA,NA,"Den Bosch"
"1287","Heesch",1,1,NA,NA,"Den Bosch"
"1288","Heeswijk",1,1,NA,NA,"Den Bosch"
"1289","Helvoirt",NA,1,NA,NA,"Den Bosch"
"1290","Herpen",NA,1,NA,NA,"Den Bosch"
"1291","Herpt",NA,1,NA,NA,"Den Bosch"
"1292","Heusden",NA,1,NA,NA,"Den Bosch"
"1293","Huisseling",NA,1,NA,NA,"Den Bosch"
"1294","Liempde",NA,1,NA,NA,"Den Bosch"
"1295","Alem",1,NA,NA,NA,"Heusden"
"1296","Almkerk",1,NA,NA,NA,"Heusden"
"1297","Andel (Op- en Neer-)",1,NA,NA,NA,"Heusden"
"1298","Baardwijk",1,NA,NA,NA,"Heusden"
"1299","Besoijen",1,NA,NA,NA,"Heusden"
"1300","Bokhoven",1,NA,NA,NA,"Heusden"
"1301","Capelle",1,NA,NA,NA,"Heusden"
"1302","De Werken",1,NA,NA,NA,"Heusden"
"1303","Drongelen",1,NA,NA,NA,"Heusden"
"1304","Drunen",1,NA,NA,NA,"Heusden"
"1305","Dussen",1,NA,NA,NA,"Heusden"
"1306","Emmikhoven en Waardhuizen",1,NA,NA,NA,"Heusden"
"1307","Empel",1,NA,NA,NA,"Heusden"
"1308","Engelen",1,NA,NA,NA,"Heusden"
"1309","Giessen",1,NA,NA,NA,"Heusden"
"1310","Hedikhuizen",1,NA,NA,NA,"Heusden"
"1311","Heesbeen",1,NA,NA,NA,"Heusden"
"1312","Herpt",1,NA,NA,NA,"Heusden"
"1313","Heusden",1,NA,NA,NA,"Heusden"
"1314","Meeuwen",1,NA,NA,NA,"Heusden"
"1315","Nieuwkuijk",1,NA,NA,NA,"Heusden"
"1316","Oudheusden",1,NA,NA,NA,"Heusden"
"1317","Rijswijk",1,NA,NA,NA,"Heusden"
"1318","Sprang",1,NA,NA,NA,"Heusden"
"1319","Veen",1,NA,NA,NA,"Heusden"
"1320","Adorp",NA,1,1,1,"Zuidhorn"
"1321","Aduard",NA,1,1,1,"Zuidhorn"
"1322","Baflo",NA,1,NA,NA,"Zuidhorn"
"1323","Bedum",NA,1,NA,NA,"Zuidhorn"
"1324","Eenrum",NA,1,NA,NA,"Zuidhorn"
"1325","Ezinge",NA,1,1,1,"Zuidhorn"
"1326","Grijpskerk",NA,1,1,1,"Zuidhorn"
"1327","Grootegast",NA,1,1,1,"Zuidhorn"
"1328","Hoogkerk",NA,1,1,1,"Zuidhorn"
"1329","Kloosterburen",NA,1,1,1,"Zuidhorn"
"1330","Leek",NA,1,1,1,"Zuidhorn"
"1331","Leens",NA,1,1,1,"Zuidhorn"
"1332","Marum",NA,1,1,1,"Zuidhorn"
"1333","Noorddijk",NA,1,NA,NA,"Zuidhorn"
"1334","Oldehove",NA,1,1,1,"Zuidhorn"
"1335","Oldekerk",NA,1,1,1,"Zuidhorn"
"1336","Ulrum",NA,1,1,1,"Zuidhorn"
"1337","Warffum",NA,1,NA,NA,"Zuidhorn"
"1338","Winsum",NA,1,1,1,"Zuidhorn"
"1339","Zuidhorn",NA,1,1,1,"Zuidhorn"
"1340","Blankenham",NA,1,1,1,"Steenwijk"
"1341","Blokzijl",NA,1,1,1,"Steenwijk"
"1342","Genemuiden",NA,NA,1,1,"Steenwijk"
"1343","Giethoorn",NA,1,1,1,"Steenwijk"
"1344","Hasselt",NA,NA,1,1,"Steenwijk"
"1345","Kuinre",NA,1,1,1,"Steenwijk"
"1346","Nieuwleusen",NA,NA,1,1,"Steenwijk"
"1347","Oldemarkt",NA,1,1,1,"Steenwijk"
"1348","Ooststellingwerf",NA,1,NA,NA,"Steenwijk"
"1349","Staphorst",NA,1,1,1,"Steenwijk"
"1350","Steenwijk",NA,1,1,1,"Steenwijk"
"1351","Steenwijkerwold",NA,1,1,1,"Steenwijk"
"1352","Vollenhove (Ambt-)",NA,1,1,1,"Steenwijk"
"1353","Vollenhove (Stad-)",NA,1,1,1,"Steenwijk"
"1354","Wanneperveen",NA,1,1,1,"Steenwijk"
"1355","Weststellingwerf",NA,1,NA,NA,"Steenwijk"
"1356","Zwartsluis",NA,1,1,1,"Steenwijk"
"1357","Ammerzoden",NA,1,NA,NA,"Tiel"
"1358","Beesd",NA,1,1,1,"Tiel"
"1359","Brakel",NA,1,NA,NA,"Tiel"
"1360","Deil",NA,1,1,1,"Tiel"
"1361","Dodewaard",NA,NA,1,1,"Tiel"
"1362","Dreumel",NA,1,NA,NA,"Tiel"
"1363","Driel",NA,1,NA,NA,"Tiel"
"1364","Echteld",NA,NA,1,1,"Tiel"
"1365","Est en Opijnen",NA,1,1,1,"Tiel"
"1366","Gameren",NA,1,NA,NA,"Tiel"
"1367","Geldermalsen",NA,1,1,1,"Tiel"
"1368","Haaften",NA,1,1,1,"Tiel"
"1369","Hedel",NA,1,NA,NA,"Tiel"
"1370","Heerewaarden",NA,1,NA,NA,"Tiel"
"1371","Herwijnen",NA,1,NA,NA,"Tiel"
"1372","Hurwenen",NA,1,NA,NA,"Tiel"
"1373","Kerkwijk",NA,1,NA,NA,"Tiel"
"1374","Kesteren",NA,NA,1,1,"Tiel"
"1375","Lienden",NA,NA,1,1,"Tiel"
"1376","Maurik",NA,NA,1,1,"Tiel"
"1377","Nederhemert",NA,1,NA,NA,"Tiel"
"1378","Ophemert",NA,1,1,1,"Tiel"
"1379","Poederoijen",NA,1,NA,NA,"Tiel"
"1380","Rossum",NA,1,NA,NA,"Tiel"
"1381","Tiel",NA,1,1,1,"Tiel"
"1382","'s Graveland",NA,NA,1,1,"Hilversum"
"1383","Ankeveen",NA,NA,1,1,"Hilversum"
"1384","Blaricum",NA,NA,1,1,"Hilversum"
"1385","Bussum",NA,NA,1,1,"Hilversum"
"1386","Diemen",NA,NA,1,1,"Hilversum"
"1387","Hilversum",NA,NA,1,1,"Hilversum"
"1388","Huizen",NA,NA,1,1,"Hilversum"
"1389","Kortenhoef",NA,NA,1,1,"Hilversum"
"1390","Laren",NA,NA,1,1,"Hilversum"
"1391","Muiden",NA,NA,1,1,"Hilversum"
"1392","Naarden",NA,NA,1,1,"Hilversum"
"1393","Nederhorst den Berg",NA,NA,1,1,"Hilversum"
"1394","Nigtevecht",NA,NA,1,1,"Hilversum"
"1395","Ouder-Amstel",NA,NA,1,1,"Hilversum"
"1396","Watergraafsmeer",NA,NA,1,1,"Hilversum"
"1397","Weesp",NA,NA,1,1,"Hilversum"
"1398","Weesperkarspel",NA,NA,1,1,"Hilversum"
"1399","Amsterdam",NA,1,1,NA,"Amsterdam"
"1400","Diemen",NA,1,NA,NA,"Amsterdam"
"1401","Nieuwer-Amstel",NA,NA,1,NA,"Amsterdam"
"1402","Watergraafsmeer",NA,1,NA,NA,"Amsterdam"
"1403","Aalsmeer",NA,NA,1,1,"Haarlemmermeer"
"1404","Alkemade",NA,NA,1,1,"Haarlemmermeer"
"1405","Bennebroek",NA,NA,1,1,"Haarlemmermeer"
"1406","Haarlemmermeer",NA,NA,1,1,"Haarlemmermeer"
"1407","Heemstede",NA,NA,1,1,"Haarlemmermeer"
"1408","Hillegom",NA,NA,1,1,"Haarlemmermeer"
"1409","Leimuiden",NA,NA,1,1,"Haarlemmermeer"
"1410","Lisse",NA,NA,1,1,"Haarlemmermeer"
"1411","Nieuwer-Amstel",NA,NA,NA,1,"Haarlemmermeer"
"1412","Sloten",NA,NA,1,1,"Haarlemmermeer"
"1413","Uithoorn",NA,NA,1,1,"Haarlemmermeer"
"1414","Capelle aan den Yssel",NA,NA,1,NA,"Rotterdam"
"1415","Charlois",NA,NA,1,NA,"Rotterdam"
"1416","Kralingen",NA,NA,1,NA,"Rotterdam"
"1417","Rotterdam",NA,1,1,NA,"Rotterdam"
"1418","'s-Gravenzande",NA,1,NA,NA,"Den Haag"
"1419","Den Haag",NA,1,1,NA,"Den Haag"
"1420","Loosduinen",NA,1,NA,NA,"Den Haag"
"1421","Monster",NA,1,NA,NA,"Den Haag"
"1422","Rijswijk",NA,1,NA,NA,"Den Haag"
"1423","Veur",NA,1,NA,NA,"Den Haag"
"1424","Voorburg",NA,1,NA,NA,"Den Haag"
"1425","Wassenaar",NA,1,NA,NA,"Den Haag"
"1426","Arcen en Velden",NA,1,NA,NA,"Boxmeer"
"1427","Beers",NA,1,NA,NA,"Boxmeer"
"1428","Bergen",NA,1,NA,NA,"Boxmeer"
"1429","Beugen",NA,1,NA,NA,"Boxmeer"
"1430","Boxmeer",NA,1,NA,NA,"Boxmeer"
"1431","Broekhuizen",NA,1,NA,NA,"Boxmeer"
"1432","Cuijk",NA,1,NA,NA,"Boxmeer"
"1433","Escharen",NA,1,NA,NA,"Boxmeer"
"1434","Gassel",NA,1,NA,NA,"Boxmeer"
"1435","Gennep",NA,1,NA,NA,"Boxmeer"
"1436","Grave",NA,1,NA,NA,"Boxmeer"
"1437","Grubbenvorst",NA,1,NA,NA,"Boxmeer"
"1438","Haps",NA,1,NA,NA,"Boxmeer"
"1439","Horst",NA,1,NA,NA,"Boxmeer"
"1440","Linden",NA,1,NA,NA,"Boxmeer"
"1441","Maashees",NA,1,NA,NA,"Boxmeer"
"1442","Meerlo",NA,1,NA,NA,"Boxmeer"
"1443","Mill",NA,1,NA,NA,"Boxmeer"
"1444","Mook en Middelaar",NA,1,NA,NA,"Boxmeer"
"1445","Oeffelt",NA,1,NA,NA,"Boxmeer"
"1446","Oploo",NA,1,NA,NA,"Boxmeer"
"1447","Ottersum",NA,1,NA,NA,"Boxmeer"
"1448","Sambeek",NA,1,NA,NA,"Boxmeer"
"1449","Sevenum",NA,1,NA,NA,"Boxmeer"
"1450","Venraij",NA,1,NA,NA,"Boxmeer"
"1451","Vierlingsbeek",NA,1,NA,NA,"Boxmeer"
"1452","Wanroij",NA,1,NA,NA,"Boxmeer"
"1453","Wanssum",NA,1,NA,NA,"Boxmeer"
"1454","Meeden",NA,NA,1,1,"Veendam"
"1455","Muntendam",NA,NA,1,1,"Veendam"
"1456","Nieuwe-Pekela",NA,NA,1,1,"Veendam"
"1457","Onstwedde",NA,NA,1,1,"Veendam"
"1458","Oude-Pekela",NA,NA,1,1,"Veendam"
"1459","Sappemeer",NA,NA,1,1,"Veendam"
"1460","Veendam",NA,NA,1,1,"Veendam"
"1461","Vlagtwedde",NA,NA,1,1,"Veendam"
"1462","Beilen",NA,NA,1,1,"Emmen"
"1463","Borger",NA,NA,1,1,"Emmen"
"1464","Coevorden",NA,NA,1,1,"Emmen"
"1465","Dalen",NA,NA,1,1,"Emmen"
"1466","Emmen",NA,NA,1,1,"Emmen"
"1467","Odoorn",NA,NA,1,1,"Emmen"
"1468","Oosterhesselen",NA,NA,1,1,"Emmen"
"1469","Schoonebeek",NA,NA,1,1,"Emmen"
"1470","Sleen",NA,NA,1,1,"Emmen"
"1471","Westerbork",NA,NA,1,1,"Emmen"
"1472","Zweelo",NA,NA,1,1,"Emmen"
"1473","Barradeel",NA,NA,1,1,"Harlingen"
"1474","Bolsward",NA,NA,1,1,"Harlingen"
"1475","Harlingen",NA,NA,1,1,"Harlingen"
"1476","Hindeloopen",NA,NA,1,1,"Harlingen"
"1477","Wonseradeel",NA,NA,1,1,"Harlingen"
"1478","Workum",NA,NA,1,1,"Harlingen"
