"","name","name_match","id_match","1860-1864","1864-1866","1866-1868","1868-1871","1871-1875","1875-1879","1879-1883","1883-1884","1884-1886","1886-1887","1887-1888","1888-1891","1891-1894","1894-1897","1897-1901","1901-1905","1905-1909","1909-1913","1913-1917","1917-1918","1918-1922"
"354","Hendrik Colijn","Hendrikus Colijn","00263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"355","Augustinus Bernardus Gijsbertus Maria van Rijckevorsel","Augustinus Bernardus Gijsbertus Maria Rijckevorsel","01157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"356","Hendrik Albeda","Hendrik Albeda","00012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"357","Peter Marius Tutein Nolthenius","Peter Marius Tutein Nolthenius","01382",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Gerard Dumbar ","Gerard Dumbar","00350",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Hendrik Anthon van Rappard","Hendrik Anthon Rappard","01083",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Jan Messchert van Vollenhoven","Jan Messchert van Vollenhoven","00909",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Roeland van de Werk","Roeland Werk","01522",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Jan Albert van Gilse","Jan Albert Gilse","00461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"363","Coenraad van der Voort van Zijp","Coenraad Voort van Zijp","01470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"364","Hendrik Goeman Borgesius","Hendrik Goeman Borgesius","00469",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"365","Jan Willem IJzerman","Jan Willem IJzerman","01589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"366","Willem Frederik Carel van Lidth de Jeude","Willem Frederik Carel Lidth de Jeude","00814",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","Raphaël Alexander Johannes Boudewinus Maria van Nispen van Sevenaer","Raphaël Alexander Johannes Boudewinus Maria Nispen van Sevenaer","00978",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","Justus Dirks","Justus Dirks","00316",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"369","Christianus Joannes Antonius Heydenrijck","Christianus Joannes Antonius Heydenrijck","00578",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","Isaäc Dignus Fransen van de Putte","Isaäc Dignus Fransen van de Putte","00421",1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","Jan van Gennep","Jan Gennep","00444",0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"372","Abraham Kuyper","Abraham Kuyper","00766",0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
"373","Max Charles Emile Bongaerts","Max Charles Emile Bongaerts","00157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"374","Wesselius Marcus Houwing","Wesselius Marcus Houwing","00609",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"375","Joost Adriaan van Hamel","Joost Adriaan Hamel","00518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"376","Bernard Pieter Gesinus van Diggelen","Bernard Pieter Gesinus Diggelen","00313",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","Lucas Oldenhuis Gratama","Lucas Oldenhuis Gratama","00998",0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"378","Jan Harte van Tecklenburg","Hendrik Jan Woudenberg","01569",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"379","Asser Benjamin Kleerekoper","Asser Benjamin Kleerekoper","00702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"380","Cornelis Lely","Cornelis Lely","00802",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
"381","Albertus Jacobus Duymaer van Twist","Albertus Jacobus Duymaer van Twist","00353",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","Anthony Hoynck van Papendrecht ","Anthony Hoynck van Papendrecht","00611",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Willem van der Hucht","Willem Lynden","00855",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Johannes Petrus Smeele","Johannes Petrus Smeele","01268",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"385","Lodewijk Duymaer van Twist","Lodewijk Franciscus Duymaer van Twist","00354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"386","Fridolin Marinus Kneubel","Fridolin Marinus Knobel","00709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"387","Nicolaas Oosterbaan ","Nicolaas Oosterbaan","01003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"388","Norbertus Reinerus Henricus Guljé","Norbertus Reinerus Henricus Guljé","00497",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","Jan Thomassen à Thuessink van der Hoop van Slochteren","Abraham Johan Thomassen à Thuessink van der Hoop van Slochteren","01357",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","Willem Caspar Joseph Passtoors","Willem Caspar Joseph Passtoors","01020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"391","Gerard Anton van Hamel","Gerard Anton Hamel","00517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"392","Fridolin Marinus Knobel","Fridolin Marinus Knobel","00709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"393","Wolter Robert van Hoëvell","Wolter Robert Hoëvell","00587",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Antony Moens","Antony Moens","00931",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","Carel van Nispen tot Sevenaer","Carel Marie Brantsen","00197",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","Antonius Franciscus Vos de Wael","Antonius Franciscus Vos de Wael","01483",0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"397","George Hermann Hintzen","George Hermann Hintzen","00584",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"398","Godert Willem van Dedem ","Godert Willem Dedem","00294",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"399","Christiaan Lucasse","Christiaan Lucasse","00849",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"400","Floris Willem van Styrum ","Floris Willem Styrum","01324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"401","Antonius van Wijnbergen","Antonius Everdinus Kempen","00678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"402","Pieter Lodewijk Tak","Pieter Lodewijk Tak","01338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"403","Frank van Lennep","Frank Karel Lennep","00806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"404","Gerrit Johan Anne Schimmelpenninck","Gerrit Johan Anne Schimmelpenninck","01201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"405","Gerhard Antony IJssel de Schepper","Gerhard Antony IJssel de Schepper","01586",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","Joannes Antonius Christianus Arnoldus van Nispen van Sevenaer","Joannes Antonius Christianus Arnoldus Nispen van Sevenaer","00974",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Aart Knijff Hzn.","Aart Knijff","00714",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"408","Wilhelmus Jacobus Mattheüs Christianus Friesen","Wilhelmus Jacobus Mattheüs Christianus Friesen","00427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"409","Hendrik Pollema","Hendrik Pollema","01048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"410","Eerke Albert Smidt","Eerke Albert Smidt","01271",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
"411","Johannes Sibinga Mulder","Johannes Sibinga Mulder","01243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"412","Pieter Oud","Pieter Otto","01009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"413","Johannes Georgius Suring","Johannes Georgius Suring","01325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"414","Hyacinthus Constantinus Fredericus Kerstens","Hyacinthus Constantinus Fredericus Kerstens","00686",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Cornelis Ascanius van Sypesteyn ","Cornelis Ascanius Sypesteyn","01334",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Michiel Johan de Lange","Michiel Johan Lange","00784",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Johannes Leonardus Nierstrasz C.Jzn.","Johannes Leonardus Nierstrasz","00968",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","Theodorus Johannes Antonius Duynstee","Theodorus Johannes Antonius Duynstee","00356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"419","Gerardus Bulten","Gerhardus Bulten","00237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"420","Pieter Hiemstra","Pieter Hiemstra","00580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"421","Marten Kingma Hzn.","Marten Kingma","00700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Barend Brouwer","Barend Brouwer","00215",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","Petrus Hendrik Holtzman","Petrus Hendrik Holtzman","00594",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Jozef Jan Pompe van Meerdervoort","Jozef Jan Pompe van Meerdervoort","01050",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"425","Pieter Cornelis 't Hooft","Pieter Cornelis Hooft","00598",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"426","Theodoor Philip Mackay ","Theodoor Philip Mackay","00864",0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"427","Jan Ernst Heeres","Jan Ernst Heeres","00544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"428","Haye Mensonides","Haye Mensonides","00903",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Willem Jonckbloet","Willem Jan Knoop","00711",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Gerrit Elhorst","Gerrit Elhorst","00376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"431","Asser Benjamin Kleerekooper","Asser Benjamin Kleerekoper","00702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"432","Jan ter Laan","Jan Laan","00772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"433","Suze Groeneweg","Susanna Groeneweg","00488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"434","Petrus Joannes Jacobus Hollingerus Pijpers","Petrus Joannes Jacobus Hollingerus Pijpers","00592",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","Johannes van Kuijk","Johannes Kuyk","00765",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Henri François Rudolf Hubrecht","Henri François Rudolf Hubrecht","00613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
"437","Jan Frederik Heemskerk","Jan Frederik Heemskerk","00539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"438","Cornelis Wilhelmus Oomen","Cornelis Wilhelmus Oomen","01002",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Petrus Johannes Antonius Smitz","Petrus Johannes Antonius Smitz","01281",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Wynandus Gustavus Straetmans","Wynandus Gustavus Straetmans","01318",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"441","Jan Meesters ","Jan Meesters","00893",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"442","Francis David Schimmelpenninck","Francis David Schimmelpenninck","01199",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"443","Boudewijn Nierstrasz","Boudewijn Nierstrasz","00967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"444","Gerrit Adrianus de Raadt","Gerrit Adrianus Raadt","01074",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","Jan Kappeyne van de Coppello","Johannes Kappeyne van de Coppello","00674",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Johannes Albertus Sandberg","Johannes Albertus Sandberg","01168",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","Jan Schepel","Jan Schepel","01191",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"448","Johan Louis de Jonghe","Johan Louis Jonge","00656",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","Gijsbert Hendrik Thomassen à Thuessink van der Hoop","Gijsbert Hendrik Thomassen à Thuessink van der Hoop van Slochteren","01358",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"450","Henri Maarten Anton van der Goes van Dirxland","Henri Maarten Anton Goes van Dirxland","00470",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"451","Louis Michiels van Verduynen","Evert Marchie van Voorthuysen","00878",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"452","Abraham Frans Karel Hartogh","Abraham Frans Karel Hartogh","00525",0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"453","Gerrit Willem Melchers","Gerrit Willem Melchers","00899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"454","Rienk van Veen","Rienk Veen","01392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"455","Edsge Marten Teenstra","Edsge Marten Teenstra","01344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"456","Leendert Nicolaas Roodenburg","Leendert Nicolaas Roodenburg","01124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"457","Robert Rudolph Lodewijk de Muralt","Robert Rudolph Lodewijk Muralt","00949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"458","Geert Reinders ","Geert Reinders","01100",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Willem Vliegen","Willem Vlugt","01457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"460","Josef van Schaik","Jan Schepel","01191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"461","Martin Pascal Hubert Strens","Martin Pascal Hubert Strens","01319",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Gerrit Adriaan Fokker","Gerrit Adriaan Fokker","00414",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Philippe Willem van der Sleijden","Philippe Willem Sleyden","01256",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"464","Lodewijk Gerard Greeve","Lodewijk Gerard Greeve","00483",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"465","Joan Röell","Joan Röell","01118",0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
"466","Iwan de Marchant et d'Ansembourg","Jean Henri Laat de Kanter","00775",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"467","Petrus Franciscus Fruytier","Petrus Franciscus Fruytier","00430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"468","Alibert Cornelis Visser van IJzendoorn","Alibert Cornelis Visser van IJzendoorn","01445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"469","Jan Freerks Zijlker","Jan Freerks Zijlker","01608",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","Jan Elias Nicolaas Schimmelpenninck van der Oye","Jan Elias Nicolaas Schimmelpenninck van der Oye","01204",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"471","Hendrik Pyttersen Tzn.","Hendrik Pyttersen","01069",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"472","Hendrik Jan van Braambeek","Hendrik Jan Braambeek","00190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"473","Joannes Paulus Theodorus van Nunen","Joannes Paulus Theodorus Nunen","00988",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"474","Herman Frederik Groen van Waarder","Herman Frederik Groen van Waarder","00486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"475","Gerrit Jannink ","Gerrit Jannink","00634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"476","Gerrit Simons","Gerrit Simons","01249",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","Arie Heijkoop","Arie Smit","01273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"478","Jean Henri de Laat de Kanter","Jean Henri Laat de Kanter","00775",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","Adriaan Marinus Schagen van Leeuwen","Adriaan Marius Schagen van Leeuwen","01183",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Johan Hugo Wicher Quirijn ter Spill","Johan Hugo Wicher Quirijn Spill","01289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"481","Jacob Kalff","Jacob Kalff","00668",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Petrus Hendrik Roessingh","Petrus Hendrik Roessingh","01120",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"483","Jacob Pieter Pompejus van Zuylen van Nijevelt","Jacob Pieter Pompejus Zuylen van Nijevelt","01602",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Herman Jacob Kist","Herman Jacob Kist","00701",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"485","Lambert de Ram","Martinus Ras","01085",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"486","Aris Kool","Aris Kool","00731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"487","Otto Jacob Eifelanus van Wassenaer van Catwijck","Otto Jacob Eifelanus Wassenaer van Catwijck","01510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"488","Petrus Abraham Samuel van Limburg Brouwer","Petrus Abraham Samuel Limburg Brouwer","00823",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Pieter Christaan Jacobus Hennequin","Pieter Christiaan Jacobus Hennequin","00562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"490","Willem van Manen Jzn.","Willem Manen","00873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"491","Joannes Coenraad Jansen","Joannes Coenraad Jansen","00635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"492","Willem Hubert Pijls","Willem Hubert Pyls","01065",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Arnold Kerdijk","Arnold Kerdijk","00682",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"494","Henri François Rudolf Hubrecht","Henri François Rudolf Hubrecht","00613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"495","Cornelis Herman den Hertog","Cornelis Herman Hertog","00567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"496","George Auguste Vorsterman van Oyen","George Auguste Vorsterman van Oijen","01472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"497","Johannes van Leeuwen","Johannes Leeuwen","00796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"498","Æneas Mackay ","Æneas Mackay","00861",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Egbert Broer Kielstra","Egbert Broer Kielstra","00696",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"500","Jacobus Marinus Pijnacker Hordijk","Jacobus Marinus Pijnacker Hordijk","01067",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"501","Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt","Gustaaf Eugenius Gijsbert Constant Karel Dommer van Poldersveldt","00327",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","Paul Therèse van der Maesen de Sombreff","Paul Theresia Maesen de Sombreff","00870",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","Gerlach Cornelis Joannes van Reenen ","Gerlach Cornelis Joannes Reenen","01092",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Constant Maurits Ernst van Löben Sels","Constant Maurits Ernst Löben Sels","00833",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"505","Floris Willem van Styrum ","Floris Willem Styrum","01324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"506","Pieter Rudolf Mees","Pieter Rudolf Mees","00888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"507","Jan Samuel François van Hoogstraten","Jan Samuel François Hoogstraten","00601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"508","Franciscus Lieftinck","Franciscus Lieftinck","00815",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"509","Isaäc Abraham Levy","Isaäc Abraham Levy","00809",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"510","Willem Adriaan Viruly Verbrugge","Willem Adriaan Viruly Verbrugge","01437",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"511","Otto Jacob Eifelanus van Wassenaer van Catwijck","Otto Jacob Eifelanus Wassenaer van Catwijck","01510",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"512","Pieter Rink","Pieter Rink","01113",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
"513","Nicolaas Glinderman","Nicolaas Glinderman","00463",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"514","Laurentius Nicolaas Deckers","Laurentius Nicolaas Deckers","00292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"515","Antonius Alexis Josephus Meijlink","Antonius Alexis Josephus Meijlink","00918",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Joannes Josephus van Mulken","Joannes Josephus Mulken","00947",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Jan Jacob Rochussen","Jan Jacob Rochussen","01116",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Daniël Koorders","Daniël Koorders","00736",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Cornelis Fock","Cornelis Fock","00409",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Dionysius Adrianus Petrus Norbertus Koolen","Dionysius Adrianus Petrus Norbertus Koolen","00733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"521","Louis Hermans","Jan Ankerman","00029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"522","Lambertus Eduard Lenting","Lambertus Eduard Lenting","00808",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Jan Rudolf Meesters","Jan Rudolf Meesters","00894",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"524","Jan Jacob Willinge ","Jan Jacob Willinge","01551",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"525","Antonius Everdinus van Kempen","Antonius Everdinus Kempen","00678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"526","Albertus de Jong","Albertus Jong","00647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"527","Maup Mendels","Maurits Mendels","00902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"528","Cornelis Jacob Sickesz","Cornelis Jacob Sickesz","01246",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Hubert Philippus de Kanter","Hubert Philippus Kanter","00671",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"530","Eduard Ellis van Raalte","Eduard Ellis Raalte","01075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"531","Dirk de Klerk","Dirk Klerk","00704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
