"name","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922"
"Jan Hubert Joseph Schreinemacher","Jan Hubert Joseph Schreinemacher","01228",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Joost van Vollenhoven ","Joost Vollenhoven","01460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Johannes Baptiste van Dijk","Johannes Baptiste Dijk","00363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johannes van Kuyk","Johannes Kuyk","00765",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sebastiaan Mattheüs Sigismund de Ranitz","Sebastiaan Mattheüs Sigismund Ranitz","01081",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"Johannes Barendinus van Osenbruggen","Johannes Barendinus Osenbruggen","01006",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Willem Rooseboom","Willem Rooseboom","01130",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"Alexander Willem Frederik Idenburg","Alexander Willem Frederik Idenburg","00623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hendrik Jan Smidt","Hendrik Jan Smidt","01272",0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Derk de Ruiter Zijlker","Derk Ruiter Zijlker","01142",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Geuchien Zijlma","Geuchien Zijlma","01609",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"Johannes Krap","Johannes Krap","00750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Hendrik Okma","Hendrik Okma","00995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Goswijn Sannes","Goswijn Willem Sannes","01170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Henri Wttewaall van Stoetwegen","Henri Assuërus Wttewaall van Stoetwegen","01571",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maarten Noordtzij","Maarten Noordtzij","00986",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Willem Caspar de Jonge","Willem Caspar Jonge","00657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jan van Swieten","Jan Swieten","01331",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lodewijk Johan Sigismund van Kempen","Lodewijk Johan Sigismund Kempen","00680",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Joseph Matthias Maria Hubertus Merckelbach","Joseph Matthias Maria Hubertus Merckelbach","00904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Jan Schouten ","Johannes Schouten","01225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Philippe Willem van der Sleyden","Philippe Willem Sleyden","01256",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Jacobus Antonius Nicolaas Travaglino","Jacobus Antonius Nicolaas Travaglino","01374",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"Alex van Lynden van Sandenburg","Frederik Alexander Carel Lynden van Sandenburg","00858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Willem Julius Emile Herman Marten de Jong","Willem Julius Emile Herman Marten Jong","00655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Walle Melis Oppedijk","Walle Melis Oppedijk","01005",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Theo de Meester","Jan Meesters","00893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Henri Polak","Henri Polak","01046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Arie Smit ","Arie Smit","01273",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
"Josephus Theodorus Maria Smits van Oyen","Josephus Theodorus Maria Smits van Oijen","01280",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Nicolaas de Ridder","Nicolaas Ridder","01110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"Octaaf van Nispen tot Sevenaer","Octave François Augustin Marie Nispen tot Sevenaer","00977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"François Janssen","Franciscus Isidorus Josephus Janssen","00638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Chris Smeenk","Christiaan Smeenk","01270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Willem Anthony Froger","Willem Anthony Froger","00428",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Anthonie Froger","Willem Anthony Froger","00428",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joor Bastiaan Verheij","Joor Bastiaan Verheij","01411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Gerrit Adriaan Arnold Middelberg","Gerrit Adriaan Arnold Middelberg","00925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Wilhelmus Johannes Franciscus Juten","Wilhelmus Johannes Franciscus Juten","00665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Hendrik van Loghem","Hendrik Loghem","00838",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simon Taco Land","Simon Taco Land","00781",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"Rudolf Patijn","Rudolf Johan Hendrik Patijn","01023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Johan Hendrik Lasonder","Johan Hendrik Lasonder","00789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hendrik Spiekman","Hendrik Spiekman","01288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Gerrit Abraham de Meester","Gerrit Abraham Meester","00891",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Hendrik Frans Karel van Swinderen","Jan Hendrik Frans Karel Swinderen","01333",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dirk Visser van Hazerswoude","Dirk Visser van Hazerswoude","01444",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Dirk Visser van Hazerswoud","Dirk Visser van Hazerswoude","01444",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Johan Rudolph Thorbecke","Johan Rudolf Thorbecke","01361",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bernardus Reinierus Franciscus van Vlijmen","Bernardus Reinierus Franciscus Vlijmen","01458",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
"Alexander Dirk Peter Valentijn van Löben Sels","Alexander Dirk Peter Valentijn Löben Sels","00832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Syb Talma","Aritius Sybrandus Talma","01340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Henry David Levyssohn Norman","Henry David Levyssohn Norman","00810",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Klaas Harshoorn de Jong","Klaas Harshoorn Jong","00650",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jan Willink","Jan Willink","01552",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Jacob Adriaan de Wilde","Jacob Adriaan Wilde","01548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Johannes Zaaijer Azn.","Johannes Zaaijer","01591",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Frederik de Monté VerLoren","Frederik Herman Monté VerLoren","00940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Piet Haazevoet","Petrus Johannes Joseph Haazevoet","00506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Frans Ossendorp","Frans Lodewijk Ossendorp","01007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ruurd Klazer Okma","Ruurd Klazer Okma","00996",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Albertus Zijlstra","Albertus Zijlstra","01610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Donald Jacob Mackay","Donald Jacob Mackay","00863",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Felix Walter","Felix Joannes Franciscus Maria Walter","01507",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Rudolf Johan Hendrik Patijn","Rudolf Johan Hendrik Patijn","01023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"Johannes Dirk van der Poel","Johannes Dirk Poel","01041",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthur Kool","Arthur Kool","00732",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simon van Velzen","Simon Velzen","01404",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Jan Oudegeest","Jan Oudegeest","01011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Edmond Robert Hubert Regout","Edmond Robert Hubert Regout","01094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jan Hendrik de Waal Malefijt","Jan Hendrik Waal Malefijt","01498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Eltjo Rugge","Eltjo Rugge","01140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cornelis Jacob den Tex","Cornelis Jacob Tex","01352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Frederik Hendrik Karel Ernest de Keverberg van Kessel","Frederik Hendrik Karel Ernest Keverberg van Kessel","00692",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Hubert Pyls","Willem Hubert Pyls","01065",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Charles Ruijs de Beerenbrouck","Charles Joseph Marie Ruijs de Beerenbrouck","01152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"Jan Truijen","Petrus Johannes Truijen","01378",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Nicolaas Pierson ","Nicolaas Gerard Pierson","01034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lodewijk Thomson","Lodewijk Willem Johan Karel Thomson","01359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ludolph Anne Jan Wilt Sloet van de Beele","Ludolph Anne Jan Wilt Sloet van de Beele","01259",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edmond Robert Hubert Regout","Edmond Robert Hubert Regout","01094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kees Kuiper","Cornelis Jacobus Kuiper","00760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Klaas Reyne","Klaas Reyne","01106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Eelko Schaafsma","Eelco Schaafsma","01179",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Karel Raymakers","Carolus Antonius Maria Raymakers","01087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Victor de Stuers","Victor Eugène Louis Stuers","01320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"Nanne Sluis Pzn.","Nanne Sluis","01263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Adrianus Cornelis Antonie van Vuuren","Adrianus Cornelis Antonie Vuuren","01494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"Theo van der Waerden","Theodorus Waerden","01500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Luutzen de Vries","Luitzen Walles Vries","01488",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Willem de Vlugt","Willem Vlugt","01457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Antonius Ignatius Maria Josephus van Wijnbergen","Antonius Ignatius Maria Josephus Wijnbergen","01583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Johannes Antonius Poels","Johannes Antonius Poels","01043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"August Lodewijk Willem Seyffardt","August Lodewijk Willem Seyffardt","01242",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Jan van Zadelhoff","Johannes Hendrikus Franciscus Zadelhoff","01592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Paul Reymer","Paul Johan Reymer","01105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lodewijk Willem Johan Karel Thomson","Lodewijk Willem Johan Karel Thomson","01359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Franciscus Hubertus van Wichen","Franciscus Hubertus Wichen","01538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"Adriaan Marius Schagen van Leeuwen","Adriaan Marius Schagen van Leeuwen","01183",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jacob Dirk Veegens","Jacob Dirk Veegens","01391",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"Sjoerd Vening Meinesz","Sjoerd Anne Vening Meinesz","01405",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Willem Karel Marie Vrolik","Willem Karel Marie Vrolik","01491",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hendrikus Stulemeijer","Hendrikus Stulemeijer","01322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Manta Meindert Schim van der Loeff","Manta Meindert Schim van der Loeff","01198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Isidorus Antonius Swane","Isidorus Antonius Swane","01328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Gerrit de Vries Azn.","Gerrit Vries","01487",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stephanus Martinus van Wijck","Stephanus Martinus Wijck","01573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Jef Wintermans","Josephus Jacobus Wintermans","01555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
