 
                                                                                                                                                                                                                                                                
 
ticker            Model              evtdate    evttime      abret
CMI       Market-Adjusted Model    20NOV2019       -9       0.00242
CMI       Market-Adjusted Model    20NOV2019       -8       0.01733
CMI       Market-Adjusted Model    20NOV2019       -7       0.00275
CMI       Market-Adjusted Model    20NOV2019       -6      -0.01426
CMI       Market-Adjusted Model    20NOV2019       -5      -0.01151
CMI       Market-Adjusted Model    20NOV2019       -4       0.00007
CMI       Market-Adjusted Model    20NOV2019       -3       0.01001
CMI       Market-Adjusted Model    20NOV2019       -2      -0.00319
CMI       Market-Adjusted Model    20NOV2019       -1      -0.00299
CMI       Market-Adjusted Model    20NOV2019        0      -0.00955
CMI       Market-Adjusted Model    20NOV2019        1       0.00245
CMI       Market-Adjusted Model    20NOV2019        2      -0.00617
CMI       Market-Adjusted Model    20NOV2019        3       0.01222
CMI       Market-Adjusted Model    20NOV2019        4       0.00358
CMI       Market-Adjusted Model    20NOV2019        5      -0.00570
CMI       Market-Adjusted Model    20NOV2019        6      -0.00641
CMI       Market-Adjusted Model    20NOV2019        7      -0.00012
CMI       Market-Adjusted Model    20NOV2019        8      -0.01090
CMI       Market-Adjusted Model    20NOV2019        9      -0.00641
CMI       Market-Adjusted Model    20NOV2019       10       0.00245
PH        Market-Adjusted Model    05DEC2019      -10      -0.00318
PH        Market-Adjusted Model    05DEC2019       -9       0.01057
PH        Market-Adjusted Model    05DEC2019       -8       0.00323
PH        Market-Adjusted Model    05DEC2019       -7       0.01181
PH        Market-Adjusted Model    05DEC2019       -6      -0.01037
PH        Market-Adjusted Model    05DEC2019       -5      -0.00720
PH        Market-Adjusted Model    05DEC2019       -4      -0.00106
PH        Market-Adjusted Model    05DEC2019       -3       0.00204
PH        Market-Adjusted Model    05DEC2019       -2      -0.00020
PH        Market-Adjusted Model    05DEC2019       -1       0.00066
PH        Market-Adjusted Model    05DEC2019        0       0.00845
PH        Market-Adjusted Model    05DEC2019        1       0.00572
PH        Market-Adjusted Model    05DEC2019        2      -0.00127
PH        Market-Adjusted Model    05DEC2019        3       0.00525
PH        Market-Adjusted Model    05DEC2019        4       0.01670
PH        Market-Adjusted Model    05DEC2019        5       0.00528
PH        Market-Adjusted Model    05DEC2019        6      -0.01320
PH        Market-Adjusted Model    05DEC2019        7      -0.00214
PH        Market-Adjusted Model    05DEC2019        .      -0.01971
PH        Market-Adjusted Model    05DEC2019        .       0.01427
PH        Market-Adjusted Model    05DEC2019        .      -0.00568
PH        Market-Adjusted Model    20NOV2019      -10       0.00301
PH        Market-Adjusted Model    20NOV2019       -9       0.00081
PH        Market-Adjusted Model    20NOV2019       -8      -0.00155
PH        Market-Adjusted Model    20NOV2019       -7      -0.00177
PH        Market-Adjusted Model    20NOV2019       -6      -0.00810
PH        Market-Adjusted Model    20NOV2019       -5      -0.01104
PH        Market-Adjusted Model    20NOV2019       -4      -0.00659
PH        Market-Adjusted Model    20NOV2019       -3       0.00490
PH        Market-Adjusted Model    20NOV2019       -2      -0.00067
PH        Market-Adjusted Model    20NOV2019       -1      -0.00189
PH        Market-Adjusted Model    20NOV2019        0      -0.00318
PH        Market-Adjusted Model    20NOV2019        1       0.01057
PH        Market-Adjusted Model    20NOV2019        2       0.00323
PH        Market-Adjusted Model    20NOV2019        3       0.01181
PH        Market-Adjusted Model    20NOV2019        4      -0.01037
PH        Market-Adjusted Model    20NOV2019        5      -0.00720
PH        Market-Adjusted Model    20NOV2019        6      -0.00106
PH        Market-Adjusted Model    20NOV2019        7       0.00204
PH        Market-Adjusted Model    20NOV2019        8      -0.00020
PH        Market-Adjusted Model    20NOV2019        9       0.00066
PH        Market-Adjusted Model    20NOV2019       10       0.00845
PKI       Market-Adjusted Model    05DEC2019      -10      -0.00400
PKI       Market-Adjusted Model    05DEC2019       -9       0.00322
PKI       Market-Adjusted Model    05DEC2019       -8       0.00669
PKI       Market-Adjusted Model    05DEC2019       -7      -0.00292
PKI       Market-Adjusted Model    05DEC2019       -6       0.00358
PKI       Market-Adjusted Model    05DEC2019       -5       0.00547
PKI       Market-Adjusted Model    05DEC2019       -4      -0.00260
PKI       Market-Adjusted Model    05DEC2019       -3       0.00056
PKI       Market-Adjusted Model    05DEC2019       -2      -0.00063
PKI       Market-Adjusted Model    05DEC2019       -1       0.00366
PKI       Market-Adjusted Model    05DEC2019        0       0.00350
PKI       Market-Adjusted Model    05DEC2019        1       0.00473
PKI       Market-Adjusted Model    05DEC2019        2      -0.00166
PKI       Market-Adjusted Model    05DEC2019        3       0.00831
PKI       Market-Adjusted Model    05DEC2019        4      -0.00351
PKI       Market-Adjusted Model    05DEC2019        5       0.00726
PKI       Market-Adjusted Model    05DEC2019        6      -0.01500
PKI       Market-Adjusted Model    05DEC2019        7       0.00609
PKI       Market-Adjusted Model    05DEC2019        .      -0.00609
PKI       Market-Adjusted Model    05DEC2019        .      -0.00524
PKI       Market-Adjusted Model    05DEC2019        .       0.00672
PKI       Market-Adjusted Model    20NOV2019      -10      -0.01139
PKI       Market-Adjusted Model    20NOV2019       -9       0.00846
PKI       Market-Adjusted Model    20NOV2019       -8      -0.00098
PKI       Market-Adjusted Model    20NOV2019       -7       0.00402
PKI       Market-Adjusted Model    20NOV2019       -6       0.00325
PKI       Market-Adjusted Model    20NOV2019       -5      -0.00698
PKI       Market-Adjusted Model    20NOV2019       -4       0.00840
PKI       Market-Adjusted Model    20NOV2019       -3       0.02466
PKI       Market-Adjusted Model    20NOV2019       -2      -0.01565
PKI       Market-Adjusted Model    20NOV2019       -1       0.01794
PKI       Market-Adjusted Model    20NOV2019        0      -0.00400
PKI       Market-Adjusted Model    20NOV2019        1       0.00322
PKI       Market-Adjusted Model    20NOV2019        2       0.00669
PKI       Market-Adjusted Model    20NOV2019        3      -0.00292
PKI       Market-Adjusted Model    20NOV2019        4       0.00358
PKI       Market-Adjusted Model    20NOV2019        5       0.00547
PKI       Market-Adjusted Model    20NOV2019        6      -0.00260
PKI       Market-Adjusted Model    20NOV2019        7       0.00056
PKI       Market-Adjusted Model    20NOV2019        8      -0.00063
PKI       Market-Adjusted Model    20NOV2019        9       0.00366
PKI       Market-Adjusted Model    20NOV2019       10       0.00350
SJM       Market-Adjusted Model    05DEC2019      -10       0.01572
SJM       Market-Adjusted Model    05DEC2019       -9      -0.01099
SJM       Market-Adjusted Model    05DEC2019       -8       0.03835
SJM       Market-Adjusted Model    05DEC2019       -7      -0.03297
SJM       Market-Adjusted Model    05DEC2019       -6       0.01089
SJM       Market-Adjusted Model    05DEC2019       -5      -0.01482
SJM       Market-Adjusted Model    05DEC2019       -4      -0.00519
SJM       Market-Adjusted Model    05DEC2019       -3       0.01443
SJM       Market-Adjusted Model    05DEC2019       -2       0.01126
SJM       Market-Adjusted Model    05DEC2019       -1      -0.00541
SJM       Market-Adjusted Model    05DEC2019        0       0.00315
SJM       Market-Adjusted Model    05DEC2019        1      -0.00402
SJM       Market-Adjusted Model    05DEC2019        2      -0.00395
SJM       Market-Adjusted Model    05DEC2019        3      -0.00368
SJM       Market-Adjusted Model    05DEC2019        4      -0.01824
SJM       Market-Adjusted Model    05DEC2019        5      -0.02784
SJM       Market-Adjusted Model    05DEC2019        6      -0.00914
SJM       Market-Adjusted Model    05DEC2019        7       0.00366
SJM       Market-Adjusted Model    05DEC2019        .      -0.00594
SJM       Market-Adjusted Model    05DEC2019        .       0.01042
SJM       Market-Adjusted Model    05DEC2019        .       0.00872
SJM       Market-Adjusted Model    20NOV2019      -10       0.00872
SJM       Market-Adjusted Model    20NOV2019       -9      -0.01494
SJM       Market-Adjusted Model    20NOV2019       -8      -0.01119
SJM       Market-Adjusted Model    20NOV2019       -7      -0.01547
SJM       Market-Adjusted Model    20NOV2019       -6       0.00504
SJM       Market-Adjusted Model    20NOV2019       -5       0.00602
SJM       Market-Adjusted Model    20NOV2019       -4      -0.00464
SJM       Market-Adjusted Model    20NOV2019       -3      -0.00258
SJM       Market-Adjusted Model    20NOV2019       -2       0.00288
SJM       Market-Adjusted Model    20NOV2019       -1      -0.01146
SJM       Market-Adjusted Model    20NOV2019        0       0.01572
SJM       Market-Adjusted Model    20NOV2019        1      -0.01099
SJM       Market-Adjusted Model    20NOV2019        2       0.03835
SJM       Market-Adjusted Model    20NOV2019        3      -0.03297
SJM       Market-Adjusted Model    20NOV2019        4       0.01089
SJM       Market-Adjusted Model    20NOV2019        5      -0.01482
SJM       Market-Adjusted Model    20NOV2019        6      -0.00519
SJM       Market-Adjusted Model    20NOV2019        7       0.01443
SJM       Market-Adjusted Model    20NOV2019        8       0.01126
SJM       Market-Adjusted Model    20NOV2019        9      -0.00541
SJM       Market-Adjusted Model    20NOV2019       10       0.00315
JBHT      Market-Adjusted Model    05DEC2019      -10      -0.00322
JBHT      Market-Adjusted Model    05DEC2019       -9       0.00498
JBHT      Market-Adjusted Model    05DEC2019       -8       0.00190
JBHT      Market-Adjusted Model    05DEC2019       -7      -0.00028
JBHT      Market-Adjusted Model    05DEC2019       -6      -0.00094
JBHT      Market-Adjusted Model    05DEC2019       -5      -0.01161
JBHT      Market-Adjusted Model    05DEC2019       -4      -0.00460
JBHT      Market-Adjusted Model    05DEC2019       -3      -0.00261
JBHT      Market-Adjusted Model    05DEC2019       -2      -0.01718
JBHT      Market-Adjusted Model    05DEC2019       -1      -0.00446
JBHT      Market-Adjusted Model    05DEC2019        0       0.01357
JBHT      Market-Adjusted Model    05DEC2019        1      -0.00044
JBHT      Market-Adjusted Model    05DEC2019        2       0.00358
JBHT      Market-Adjusted Model    05DEC2019        3      -0.01255
JBHT      Market-Adjusted Model    05DEC2019        4      -0.01686
JBHT      Market-Adjusted Model    05DEC2019        5       0.00045
JBHT      Market-Adjusted Model    05DEC2019        6       0.00512
JBHT      Market-Adjusted Model    05DEC2019        7       0.00572
JBHT      Market-Adjusted Model    05DEC2019        .      -0.00011
JBHT      Market-Adjusted Model    05DEC2019        .       0.00846
JBHT      Market-Adjusted Model    05DEC2019        .      -0.00437
JBHT      Market-Adjusted Model    20NOV2019      -10       0.00069
JBHT      Market-Adjusted Model    20NOV2019       -9       0.00406
JBHT      Market-Adjusted Model    20NOV2019       -8      -0.00838
JBHT      Market-Adjusted Model    20NOV2019       -7      -0.01316
JBHT      Market-Adjusted Model    20NOV2019       -6       0.00130
JBHT      Market-Adjusted Model    20NOV2019       -5      -0.01712
JBHT      Market-Adjusted Model    20NOV2019       -4       0.00224
JBHT      Market-Adjusted Model    20NOV2019       -3      -0.01713
JBHT      Market-Adjusted Model    20NOV2019       -2       0.00320
JBHT      Market-Adjusted Model    20NOV2019       -1      -0.00026
JBHT      Market-Adjusted Model    20NOV2019        0      -0.00322
JBHT      Market-Adjusted Model    20NOV2019        1       0.00498
JBHT      Market-Adjusted Model    20NOV2019        2       0.00190
JBHT      Market-Adjusted Model    20NOV2019        3      -0.00028
JBHT      Market-Adjusted Model    20NOV2019        4      -0.00094
JBHT      Market-Adjusted Model    20NOV2019        5      -0.01161
JBHT      Market-Adjusted Model    20NOV2019        6      -0.00460
JBHT      Market-Adjusted Model    20NOV2019        7      -0.00261
JBHT      Market-Adjusted Model    20NOV2019        8      -0.01718
JBHT      Market-Adjusted Model    20NOV2019        9      -0.00446
JBHT      Market-Adjusted Model    20NOV2019       10       0.01357
HBAN      Market-Adjusted Model    05DEC2019      -10      -0.00555
HBAN      Market-Adjusted Model    05DEC2019       -9       0.00339
HBAN      Market-Adjusted Model    05DEC2019       -8       0.00911
HBAN      Market-Adjusted Model    05DEC2019       -7      -0.00590
HBAN      Market-Adjusted Model    05DEC2019       -6      -0.01135
HBAN      Market-Adjusted Model    05DEC2019       -5       0.00570
HBAN      Market-Adjusted Model    05DEC2019       -4       0.00213
HBAN      Market-Adjusted Model    05DEC2019       -3       0.00460
HBAN      Market-Adjusted Model    05DEC2019       -2      -0.00561
HBAN      Market-Adjusted Model    05DEC2019       -1       0.00758
HBAN      Market-Adjusted Model    05DEC2019        0       0.00132
HBAN      Market-Adjusted Model    05DEC2019        1       0.01232
HBAN      Market-Adjusted Model    05DEC2019        2       0.00783
HBAN      Market-Adjusted Model    05DEC2019        3       0.00662
HBAN      Market-Adjusted Model    05DEC2019        4      -0.01328
HBAN      Market-Adjusted Model    05DEC2019        5       0.01657
HBAN      Market-Adjusted Model    05DEC2019        6      -0.01580
HBAN      Market-Adjusted Model    05DEC2019        7      -0.00812
HBAN      Market-Adjusted Model    05DEC2019        .       0.00806
HBAN      Market-Adjusted Model    05DEC2019        .      -0.00185
HBAN      Market-Adjusted Model    05DEC2019        .      -0.01320
HBAN      Market-Adjusted Model    20NOV2019      -10       0.00313
HBAN      Market-Adjusted Model    20NOV2019       -9       0.00083
HBAN      Market-Adjusted Model    20NOV2019       -8      -0.00316
HBAN      Market-Adjusted Model    20NOV2019       -7      -0.00150
HBAN      Market-Adjusted Model    20NOV2019       -6      -0.00300
HBAN      Market-Adjusted Model    20NOV2019       -5      -0.01659
HBAN      Market-Adjusted Model    20NOV2019       -4       0.00094
HBAN      Market-Adjusted Model    20NOV2019       -3      -0.00065
HBAN      Market-Adjusted Model    20NOV2019       -2      -0.00432
HBAN      Market-Adjusted Model    20NOV2019       -1       0.00381
HBAN      Market-Adjusted Model    20NOV2019        0      -0.00555
HBAN      Market-Adjusted Model    20NOV2019        1       0.00339
HBAN      Market-Adjusted Model    20NOV2019        2       0.00911
HBAN      Market-Adjusted Model    20NOV2019        3      -0.00590
HBAN      Market-Adjusted Model    20NOV2019        4      -0.01135
HBAN      Market-Adjusted Model    20NOV2019        5       0.00570
HBAN      Market-Adjusted Model    20NOV2019        6       0.00213
HBAN      Market-Adjusted Model    20NOV2019        7       0.00460
HBAN      Market-Adjusted Model    20NOV2019        8      -0.00561
HBAN      Market-Adjusted Model    20NOV2019        9       0.00758
HBAN      Market-Adjusted Model    20NOV2019       10       0.00132
SWK       Market-Adjusted Model    05DEC2019      -10      -0.01440
SWK       Market-Adjusted Model    05DEC2019       -9       0.01058
SWK       Market-Adjusted Model    05DEC2019       -8       0.01166
SWK       Market-Adjusted Model    05DEC2019       -7       0.00352
SWK       Market-Adjusted Model    05DEC2019       -6      -0.00479
SWK       Market-Adjusted Model    05DEC2019       -5      -0.00037
SWK       Market-Adjusted Model    05DEC2019       -4      -0.00254
SWK       Market-Adjusted Model    05DEC2019       -3      -0.01964
SWK       Market-Adjusted Model    05DEC2019       -2      -0.00313
SWK       Market-Adjusted Model    05DEC2019       -1       0.00368
SWK       Market-Adjusted Model    05DEC2019        0       0.02544
SWK       Market-Adjusted Model    05DEC2019        1       0.00023
SWK       Market-Adjusted Model    05DEC2019        2       0.00147
SWK       Market-Adjusted Model    05DEC2019        3      -0.00766
SWK       Market-Adjusted Model    05DEC2019        4       0.01195
SWK       Market-Adjusted Model    05DEC2019        5       0.04212
SWK       Market-Adjusted Model    05DEC2019        6      -0.01896
SWK       Market-Adjusted Model    05DEC2019        7      -0.01045
SWK       Market-Adjusted Model    05DEC2019        .       0.00478
SWK       Market-Adjusted Model    05DEC2019        .       0.00104
SWK       Market-Adjusted Model    05DEC2019        .       0.00023
SWK       Market-Adjusted Model    20NOV2019      -10      -0.00431
SWK       Market-Adjusted Model    20NOV2019       -9      -0.00254
SWK       Market-Adjusted Model    20NOV2019       -8      -0.01326
SWK       Market-Adjusted Model    20NOV2019       -7       0.00247
SWK       Market-Adjusted Model    20NOV2019       -6      -0.00369
SWK       Market-Adjusted Model    20NOV2019       -5      -0.01437
SWK       Market-Adjusted Model    20NOV2019       -4       0.00394
SWK       Market-Adjusted Model    20NOV2019       -3       0.00228
SWK       Market-Adjusted Model    20NOV2019       -2      -0.00990
SWK       Market-Adjusted Model    20NOV2019       -1       0.00179
SWK       Market-Adjusted Model    20NOV2019        0      -0.01440
SWK       Market-Adjusted Model    20NOV2019        1       0.01058
SWK       Market-Adjusted Model    20NOV2019        2       0.01166
SWK       Market-Adjusted Model    20NOV2019        3       0.00352
SWK       Market-Adjusted Model    20NOV2019        4      -0.00479
SWK       Market-Adjusted Model    20NOV2019        5      -0.00037
SWK       Market-Adjusted Model    20NOV2019        6      -0.00254
SWK       Market-Adjusted Model    20NOV2019        7      -0.01964
SWK       Market-Adjusted Model    20NOV2019        8      -0.00313
SWK       Market-Adjusted Model    20NOV2019        9       0.00368
SWK       Market-Adjusted Model    20NOV2019       10       0.02544
MCD       Market-Adjusted Model    05DEC2019      -10       0.00681
MCD       Market-Adjusted Model    05DEC2019       -9      -0.00783
MCD       Market-Adjusted Model    05DEC2019       -8       0.00165
MCD       Market-Adjusted Model    05DEC2019       -7      -0.01573
MCD       Market-Adjusted Model    05DEC2019       -6       0.00909
MCD       Market-Adjusted Model    05DEC2019       -5       0.00734
MCD       Market-Adjusted Model    05DEC2019       -4       0.00124
MCD       Market-Adjusted Model    05DEC2019       -3       0.01223
MCD       Market-Adjusted Model    05DEC2019       -2      -0.00402
MCD       Market-Adjusted Model    05DEC2019       -1       0.00009
MCD       Market-Adjusted Model    05DEC2019        0      -0.00188
MCD       Market-Adjusted Model    05DEC2019        1      -0.00330
MCD       Market-Adjusted Model    05DEC2019        2      -0.00020
MCD       Market-Adjusted Model    05DEC2019        3       0.00212
MCD       Market-Adjusted Model    05DEC2019        4      -0.00405
MCD       Market-Adjusted Model    05DEC2019        5      -0.00090
MCD       Market-Adjusted Model    05DEC2019        6       0.00436
MCD       Market-Adjusted Model    05DEC2019        7      -0.00361
MCD       Market-Adjusted Model    05DEC2019        .      -0.00794
MCD       Market-Adjusted Model    05DEC2019        .      -0.00410
MCD       Market-Adjusted Model    05DEC2019        .       0.00294
MCD       Market-Adjusted Model    20NOV2019      -10       0.01085
MCD       Market-Adjusted Model    20NOV2019       -9      -0.00952
MCD       Market-Adjusted Model    20NOV2019       -8      -0.00042
MCD       Market-Adjusted Model    20NOV2019       -7      -0.00317
MCD       Market-Adjusted Model    20NOV2019       -6       0.00166
MCD       Market-Adjusted Model    20NOV2019       -5       0.00874
MCD       Market-Adjusted Model    20NOV2019       -4      -0.00589
MCD       Market-Adjusted Model    20NOV2019       -3      -0.00761
MCD       Market-Adjusted Model    20NOV2019       -2       0.00134
MCD       Market-Adjusted Model    20NOV2019       -1      -0.00458
MCD       Market-Adjusted Model    20NOV2019        0       0.00681
MCD       Market-Adjusted Model    20NOV2019        1      -0.00783
MCD       Market-Adjusted Model    20NOV2019        2       0.00165
MCD       Market-Adjusted Model    20NOV2019        3      -0.01573
MCD       Market-Adjusted Model    20NOV2019        4       0.00909
MCD       Market-Adjusted Model    20NOV2019        5       0.00734
MCD       Market-Adjusted Model    20NOV2019        6       0.00124
MCD       Market-Adjusted Model    20NOV2019        7       0.01223
MCD       Market-Adjusted Model    20NOV2019        8      -0.00402
MCD       Market-Adjusted Model    20NOV2019        9       0.00009
MCD       Market-Adjusted Model    20NOV2019       10      -0.00188
VFC       Market-Adjusted Model    05DEC2019      -10      -0.00637
VFC       Market-Adjusted Model    05DEC2019       -9      -0.00685
VFC       Market-Adjusted Model    05DEC2019       -8       0.01771
VFC       Market-Adjusted Model    05DEC2019       -7      -0.00880
VFC       Market-Adjusted Model    05DEC2019       -6       0.01075
VFC       Market-Adjusted Model    05DEC2019       -5       0.01151
VFC       Market-Adjusted Model    05DEC2019       -4      -0.00159
VFC       Market-Adjusted Model    05DEC2019       -3       0.00242
VFC       Market-Adjusted Model    05DEC2019       -2      -0.01620
VFC       Market-Adjusted Model    05DEC2019       -1       0.01777
VFC       Market-Adjusted Model    05DEC2019        0       0.01169
VFC       Market-Adjusted Model    05DEC2019        1       0.00462
VFC       Market-Adjusted Model    05DEC2019        2       0.01329
VFC       Market-Adjusted Model    05DEC2019        3      -0.00565
VFC       Market-Adjusted Model    05DEC2019        4       0.01253
VFC       Market-Adjusted Model    05DEC2019        5       0.00948
VFC       Market-Adjusted Model    05DEC2019        6      -0.00202
VFC       Market-Adjusted Model    05DEC2019        7       0.00208
VFC       Market-Adjusted Model    05DEC2019        .       0.00935
VFC       Market-Adjusted Model    05DEC2019        .       0.01601
VFC       Market-Adjusted Model    05DEC2019        .      -0.00022
VFC       Market-Adjusted Model    20NOV2019      -10      -0.00060
VFC       Market-Adjusted Model    20NOV2019       -9      -0.00038
VFC       Market-Adjusted Model    20NOV2019       -8       0.00448
VFC       Market-Adjusted Model    20NOV2019       -7      -0.00585
VFC       Market-Adjusted Model    20NOV2019       -6      -0.02110
VFC       Market-Adjusted Model    20NOV2019       -5       0.01212
VFC       Market-Adjusted Model    20NOV2019       -4       0.00017
VFC       Market-Adjusted Model    20NOV2019       -3       0.00466
VFC       Market-Adjusted Model    20NOV2019       -2       0.00388
VFC       Market-Adjusted Model    20NOV2019       -1      -0.01069
VFC       Market-Adjusted Model    20NOV2019        0      -0.00637
VFC       Market-Adjusted Model    20NOV2019        1      -0.00685
VFC       Market-Adjusted Model    20NOV2019        2       0.01771
VFC       Market-Adjusted Model    20NOV2019        3      -0.00880
VFC       Market-Adjusted Model    20NOV2019        4       0.01075
VFC       Market-Adjusted Model    20NOV2019        5       0.01151
VFC       Market-Adjusted Model    20NOV2019        6      -0.00159
VFC       Market-Adjusted Model    20NOV2019        7       0.00242
VFC       Market-Adjusted Model    20NOV2019        8      -0.01620
VFC       Market-Adjusted Model    20NOV2019        9       0.01777
VFC       Market-Adjusted Model    20NOV2019       10       0.01169
ES        Market-Adjusted Model    05DEC2019      -10       0.00689
ES        Market-Adjusted Model    05DEC2019       -9      -0.00205
ES        Market-Adjusted Model    05DEC2019       -8      -0.00234
ES        Market-Adjusted Model    05DEC2019       -7      -0.01023
ES        Market-Adjusted Model    05DEC2019       -6       0.00498
ES        Market-Adjusted Model    05DEC2019       -5      -0.00228
ES        Market-Adjusted Model    05DEC2019       -4       0.00100
ES        Market-Adjusted Model    05DEC2019       -3       0.00113
ES        Market-Adjusted Model    05DEC2019       -2       0.00665
ES        Market-Adjusted Model    05DEC2019       -1       0.00600
ES        Market-Adjusted Model    05DEC2019        0      -0.01173
ES        Market-Adjusted Model    05DEC2019        1      -0.02085
ES        Market-Adjusted Model    05DEC2019        2      -0.00268
ES        Market-Adjusted Model    05DEC2019        3       0.00395
ES        Market-Adjusted Model    05DEC2019        4       0.00170
ES        Market-Adjusted Model    05DEC2019        5      -0.01522
ES        Market-Adjusted Model    05DEC2019        6       0.00629
ES        Market-Adjusted Model    05DEC2019        7       0.00126
ES        Market-Adjusted Model    05DEC2019        .       0.00807
ES        Market-Adjusted Model    05DEC2019        .       0.00997
ES        Market-Adjusted Model    05DEC2019        .       0.00430
ES        Market-Adjusted Model    20NOV2019      -10       0.00426
ES        Market-Adjusted Model    20NOV2019       -9      -0.02843
ES        Market-Adjusted Model    20NOV2019       -8      -0.00291
ES        Market-Adjusted Model    20NOV2019       -7       0.00033
ES        Market-Adjusted Model    20NOV2019       -6      -0.00292
ES        Market-Adjusted Model    20NOV2019       -5       0.02156
ES        Market-Adjusted Model    20NOV2019       -4      -0.00212
ES        Market-Adjusted Model    20NOV2019       -3      -0.00164
ES        Market-Adjusted Model    20NOV2019       -2       0.01057
ES        Market-Adjusted Model    20NOV2019       -1       0.00035
ES        Market-Adjusted Model    20NOV2019        0       0.00689
ES        Market-Adjusted Model    20NOV2019        1      -0.00205
ES        Market-Adjusted Model    20NOV2019        2      -0.00234
ES        Market-Adjusted Model    20NOV2019        3      -0.01023
ES        Market-Adjusted Model    20NOV2019        4       0.00498
ES        Market-Adjusted Model    20NOV2019        5      -0.00228
ES        Market-Adjusted Model    20NOV2019        6       0.00100
ES        Market-Adjusted Model    20NOV2019        7       0.00113
ES        Market-Adjusted Model    20NOV2019        8       0.00665
ES        Market-Adjusted Model    20NOV2019        9       0.00600
ES        Market-Adjusted Model    20NOV2019       10      -0.01173
TFX       Market-Adjusted Model    05DEC2019      -10       0.00081
TFX       Market-Adjusted Model    05DEC2019       -9      -0.00430
TFX       Market-Adjusted Model    05DEC2019       -8      -0.01448
TFX       Market-Adjusted Model    05DEC2019       -7      -0.00465
TFX       Market-Adjusted Model    05DEC2019       -6       0.00306
TFX       Market-Adjusted Model    05DEC2019       -5       0.00542
TFX       Market-Adjusted Model    05DEC2019       -4       0.00349
TFX       Market-Adjusted Model    05DEC2019       -3       0.00382
TFX       Market-Adjusted Model    05DEC2019       -2       0.00886
TFX       Market-Adjusted Model    05DEC2019       -1      -0.00281
TFX       Market-Adjusted Model    05DEC2019        0       0.01178
TFX       Market-Adjusted Model    05DEC2019        1       0.01804
TFX       Market-Adjusted Model    05DEC2019        2      -0.02666
TFX       Market-Adjusted Model    05DEC2019        3      -0.00793
TFX       Market-Adjusted Model    05DEC2019        4      -0.00044
TFX       Market-Adjusted Model    05DEC2019        5      -0.00436
TFX       Market-Adjusted Model    05DEC2019        6       0.00985
TFX       Market-Adjusted Model    05DEC2019        7       0.00478
TFX       Market-Adjusted Model    05DEC2019        .       0.00700
TFX       Market-Adjusted Model    05DEC2019        .       0.01007
TFX       Market-Adjusted Model    05DEC2019        .       0.00275
TFX       Market-Adjusted Model    20NOV2019      -10      -0.00334
TFX       Market-Adjusted Model    20NOV2019       -9      -0.00210
TFX       Market-Adjusted Model    20NOV2019       -8      -0.01615
TFX       Market-Adjusted Model    20NOV2019       -7      -0.01111
TFX       Market-Adjusted Model    20NOV2019       -6       0.01379
TFX       Market-Adjusted Model    20NOV2019       -5       0.01213
TFX       Market-Adjusted Model    20NOV2019       -4       0.01918
TFX       Market-Adjusted Model    20NOV2019       -3       0.00571
TFX       Market-Adjusted Model    20NOV2019       -2      -0.00663
TFX       Market-Adjusted Model    20NOV2019       -1       0.02629
TFX       Market-Adjusted Model    20NOV2019        0       0.00081
TFX       Market-Adjusted Model    20NOV2019        1      -0.00430
TFX       Market-Adjusted Model    20NOV2019        2      -0.01448
TFX       Market-Adjusted Model    20NOV2019        3      -0.00465
TFX       Market-Adjusted Model    20NOV2019        4       0.00306
TFX       Market-Adjusted Model    20NOV2019        5       0.00542
TFX       Market-Adjusted Model    20NOV2019        6       0.00349
TFX       Market-Adjusted Model    20NOV2019        7       0.00382
TFX       Market-Adjusted Model    20NOV2019        8       0.00886
TFX       Market-Adjusted Model    20NOV2019        9      -0.00281
TFX       Market-Adjusted Model    20NOV2019       10       0.01178
AVY       Market-Adjusted Model    05DEC2019      -10       0.00499
AVY       Market-Adjusted Model    05DEC2019       -9      -0.00056
AVY       Market-Adjusted Model    05DEC2019       -8      -0.01964
AVY       Market-Adjusted Model    05DEC2019       -7      -0.00934
AVY       Market-Adjusted Model    05DEC2019       -6       0.00957
AVY       Market-Adjusted Model    05DEC2019       -5      -0.00392
AVY       Market-Adjusted Model    05DEC2019       -4       0.00078
AVY       Market-Adjusted Model    05DEC2019       -3      -0.00380
AVY       Market-Adjusted Model    05DEC2019       -2       0.01119
AVY       Market-Adjusted Model    05DEC2019       -1      -0.00793
AVY       Market-Adjusted Model    05DEC2019        0       0.00929
AVY       Market-Adjusted Model    05DEC2019        1      -0.00732
AVY       Market-Adjusted Model    05DEC2019        2       0.00285
AVY       Market-Adjusted Model    05DEC2019        3      -0.00173
AVY       Market-Adjusted Model    05DEC2019        4      -0.00256
AVY       Market-Adjusted Model    05DEC2019        5      -0.01053
AVY       Market-Adjusted Model    05DEC2019        6       0.00308
AVY       Market-Adjusted Model    05DEC2019        7      -0.00116
AVY       Market-Adjusted Model    05DEC2019        .      -0.00222
AVY       Market-Adjusted Model    05DEC2019        .      -0.00317
AVY       Market-Adjusted Model    05DEC2019        .       0.00915
AVY       Market-Adjusted Model    20NOV2019      -10      -0.00924
AVY       Market-Adjusted Model    20NOV2019       -9       0.00106
AVY       Market-Adjusted Model    20NOV2019       -8       0.00558
AVY       Market-Adjusted Model    20NOV2019       -7      -0.00092
